Reporter Countries,Partner Countries,Item Code,Element Code,Unit,Y1986,Y1986F,Y1987,Y1987F,Y1988,Y1988F,Y1989,Y1989F,Y1990,Y1990F,Y1991,Y1991F,Y1992,Y1992F,Y1993,Y1993F,Y1994,Y1994F,Y1995,Y1995F,Y1996,Y1996F,Y1997,Y1997F,Y1998,Y1998F,Y1999,Y1999F,Y2000,Y2000F,Y2001,Y2001F,Y2002,Y2002F,Y2003,Y2003F,Y2004,Y2004F,Y2005,Y2005F,Y2006,Y2006F,Y2007,Y2007F,Y2008,Y2008F,Y2009,Y2009F,Y2010,Y2010F,Y2011,Y2011F,Y2012,Y2012F,Y2013,Y2013F,Y2014,Y2014F,Y2015,Y2015F,Y2016,Y2016F,Y2017,Y2017F,Y2018,Y2018F,Y2019,Y2019F,Y2020,Y2020F,Y2021,Y2021F,Y2022,Y2022F,Y2023,Y2023F,Y2024,Y2024F
Réunion,Colombia,656,5622,1000 USD,69.0,A,100.0,A,,,,,,,38.0,A,,,86.0,A,43.0,A,308.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Réunion,Comoros,657,5922,1000 USD,,,6.0,A,,,,,,,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Réunion,Comoros,656,5622,1000 USD,14.0,A,,,1.0,A,,,,,,,,,,,,,7.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Réunion,Costa Rica,656,5622,1000 USD,,,,,,,,,,,,,,,,,,,2.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Réunion,Côte d'Ivoire,657,5622,1000 USD,,,,,5.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Réunion,Côte d'Ivoire,656,5622,1000 USD,6.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Réunion,Cuba,656,5622,1000 USD,,,,,,,,,,,,,,,,,,,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Réunion,France,657,5622,1000 USD,583.0,A,445.0,A,812.0,A,634.0,A,,,833.0,A,864.0,A,537.0,A,949.0,A,1569.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Réunion,France,657,5922,1000 USD,,,2.0,A,10.0,A,8.0,A,,,4.0,A,7.0,A,17.0,A,6.0,A,7.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Réunion,France,656,5622,1000 USD,979.0,A,1489.0,A,1428.0,A,1176.0,A,,,457.0,A,772.0,A,490.0,A,423.0,A,702.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Réunion,France,656,5922,1000 USD,,,,,,,9.0,A,,,,,,,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Réunion,Haiti,656,5622,1000 USD,17.0,A,,,,,,,,,,,,,,,,,8.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Réunion,Italy,657,5622,1000 USD,,,,,,,,,,,,,,,,,3.0,A,3.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Réunion,Madagascar,657,5622,1000 USD,,,,,,,,,,,,,,,,,5.0,A,11.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Réunion,Madagascar,657,5922,1000 USD,,,,,,,,,,,,,,,,,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Réunion,Madagascar,656,5622,1000 USD,4025.0,A,3132.0,A,1841.0,A,2753.0,A,,,966.0,A,803.0,A,507.0,A,1426.0,A,1702.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Réunion,Mauritius,657,5922,1000 USD,,,,,,,,,,,62.0,A,2.0,A,3.0,A,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Réunion,Mauritius,656,5922,1000 USD,,,,,,,,,,,22.0,A,3.0,A,1.0,A,5.0,A,7.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Réunion,Mexico,656,5622,1000 USD,,,,,71.0,A,,,,,,,,,,,,,3.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Réunion,Paraguay,656,5622,1000 USD,89.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Réunion,Spain,656,5622,1000 USD,,,,,,,22.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Réunion,Uganda,657,5622,1000 USD,,,21.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Réunion,Uganda,656,5622,1000 USD,,,,,,,,,,,,,,,,,56.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,Albania,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,40.0,A,13.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,Albania,656,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,Algeria,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,Antigua and Barbuda,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A,1.0,A,1.0,A,1.0,A,1.0,A,0.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,Armenia,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,A,68.0,A
Romania,Australia,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A,,,33.0,A,18.0,A,77.0,A,1.0,A,,,119.0,A,126.0,A,198.0,A,193.0,A,167.0,A,252.0,A,250.0,A,184.0,A,250.0,A,216.0,A,153.0,A,134.0,A,9.0,A,0.0,A,87.0,A
Romania,Australia,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.0,A,,,,,,,,,,
Romania,Australia,656,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,
Romania,Austria,657,5622,1000 USD,,,,,,,,,,,2299.0,A,5685.0,A,4603.0,A,1597.0,A,1569.0,A,1624.0,A,,,4323.0,A,4000.0,A,805.0,A,646.0,A,738.0,A,1025.0,A,1099.0,A,4327.0,A,4867.0,A,7414.0,A,2313.0,A,2922.0,A,3237.0,A,4520.0,A,4044.0,A,2517.0,A,2562.0,A,3119.0,A,3433.0,A,3380.0,A,4246.0,A,3480.0,A,3354.0,A,4581.0,A,4261.0,A,4334.0,A,5080.0,A
Romania,Austria,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,A,,,,,,,,,0.0,A,,,,,,,,,,,20.0,A,17.0,A,2.0,A,11.0,A,35.0,A,24.0,A,4.0,A
Romania,Austria,656,5622,1000 USD,,,,,,,47.0,A,1507.0,A,750.0,A,309.0,A,469.0,A,81.0,A,55.0,A,61.0,A,,,80.0,A,65.0,A,,,,,,,,,,,2.0,A,,,,,,,4.0,A,,,0.0,A,3.0,A,0.0,A,3.0,A,35.0,A,48.0,A,20.0,A,40.0,A,20.0,A,172.0,A,88.0,A,91.0,A,127.0,A,215.0,A
Romania,Austria,656,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,1.0,A,0.0,A,0.0,A,0.0,A
Romania,Bahamas,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,47.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,Bahamas,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,,,,,,,,,,,0.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,Bahrain,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A
Romania,Bahrain,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,A,9.0,A,,,,,,,,,3.0,A,1.0,A,,
Romania,Bahrain,656,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,1.0,A
Romania,Barbados,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,Belarus,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,Belgium,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,A,16.0,A,36.0,A,376.0,A,212.0,A,117.0,A,133.0,A,144.0,A,255.0,A,705.0,A,2625.0,A,1292.0,A,804.0,A,2308.0,A,796.0,A,701.0,A,789.0,A,993.0,A,1215.0,A,1336.0,A,2358.0,A,1877.0,A,1880.0,A,1125.0,A,1311.0,A
Romania,Belgium,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,0.0,A,0.0,A,134.0,A,,,42.0,A,53.0,A,7.0,A,0.0,A,27.0,A,6.0,A,389.0,A,133.0,A,352.0,A,174.0,A,78.0,A,71.0,A
Romania,Belgium,656,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,1097.0,A,2224.0,A,2368.0,A,2343.0,A,3098.0,A,2084.0,A,2400.0,A,2695.0,A,2699.0,A,1723.0,A,2579.0,A,1156.0,A,1513.0,A,3798.0,A,5928.0,A,8884.0,A,6211.0,A,7364.0,A
Romania,Belgium,656,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,A,,,,,,,,,,,1.0,A,47.0,A,177.0,A,52.0,A,0.0,A,7.0,A,3.0,A,,
Romania,Belgium-Luxembourg,657,5622,1000 USD,,,,,,,,,,,871.0,A,926.0,A,118.0,A,170.0,A,50.0,A,90.0,A,,,81.0,A,1483.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,Belgium-Luxembourg,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,Belgium-Luxembourg,656,5622,1000 USD,,,,,,,,,,,2153.0,A,1511.0,A,,,,,12.0,A,63.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,Belgium-Luxembourg,656,5922,1000 USD,,,,,,,,,,,,,20.0,A,,,,,,,,,,,25.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,Belize,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,0.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,Bolivia (Plurinational State of),657,5622,1000 USD,,,,,,,,,,,,,13.0,A,,,28.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,Bolivia (Plurinational State of),656,5622,1000 USD,,,,,,,,,,,,,,,,,,,4.0,A,100.0,A,,,,,,,,,,,,,,,,,,,49.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,Bosnia and Herzegovina,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,A,32.0,A,,,,
Romania,Brazil,657,5622,1000 USD,,,,,,,,,,,546.0,A,1673.0,A,191.0,A,208.0,A,143.0,A,42.0,A,,,91.0,A,42.0,A,2.0,A,,,,,31.0,A,26.0,A,25.0,A,13.0,A,1.0,A,,,,,23.0,A,,,,,,,,,,,0.0,A,,,,,,,,,0.0,A,,,,,0.0,A
Romania,Brazil,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,,,,,,,,,,,,,,,0.0,A,,,,,,,,,,,,,,
Romania,Brazil,656,5622,1000 USD,,,,,,,,,2567.0,A,6954.0,A,3025.0,A,49.0,A,267.0,A,5863.0,X,3146.0,A,,,1939.0,A,5235.0,A,1445.0,A,1471.0,A,2223.0,A,3525.0,A,3980.0,A,4490.0,A,6002.0,A,6083.0,A,8040.0,A,7158.0,A,8913.0,A,11339.0,A,7798.0,A,5669.0,A,8137.0,A,9266.0,A,8591.0,A,6094.0,A,5590.0,A,5040.0,A,7762.0,A,7793.0,A,12880.0,A,10552.0,A,19651.0,A
Romania,Brunei Darussalam,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A,4.0,A,7.0,A,3.0,A
Romania,Brunei Darussalam,656,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A,,,,
Romania,Bulgaria,657,5622,1000 USD,,,,,,,,,,,,,2.0,A,431.0,A,125.0,A,60.0,A,6.0,A,,,,,71.0,A,1.0,A,,,,,,,2.0,A,8.0,A,871.0,A,4946.0,A,11742.0,A,21158.0,A,21181.0,A,21395.0,A,20192.0,A,22153.0,A,34577.0,A,35448.0,A,44558.0,A,51843.0,A,47616.0,A,47111.0,A,50612.0,A,51082.0,A,49754.0,A,54486.0,A,61106.0,A
Romania,Bulgaria,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A,,,,,,,902.0,A,2173.0,A,3580.0,A,1765.0,A,2678.0,A,2810.0,A,2492.0,A,1636.0,A,3013.0,A,2344.0,A,2139.0,A,1370.0,A,1570.0,A,4426.0,A,3040.0,A,3110.0,A,1863.0,A,3746.0,A,3940.0,A,4884.0,A,6047.0,A
Romania,Bulgaria,656,5622,1000 USD,,,,,,,,,,,,,,,96.0,A,23.0,A,5.0,A,5.0,A,,,,,,,,,,,,,,,,,,,7.0,A,32.0,A,,,56.0,A,602.0,A,15.0,A,5.0,A,1784.0,A,603.0,A,91.0,A,136.0,A,431.0,A,578.0,A,352.0,A,265.0,A,133.0,A,545.0,A,536.0,A,388.0,A
Romania,Bulgaria,656,5922,1000 USD,,,,,,,,,,,17.0,A,,,,,6.0,A,,,,,,,,,,,,,,,,,,,,,,,94.0,A,,,,,,,59.0,A,74.0,A,143.0,A,85.0,A,,,0.0,A,,,39.0,A,72.0,A,59.0,A,1.0,A,,,12.0,A,5.0,A,308.0,A
Romania,Burkina Faso,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,
Romania,Burundi,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,44.0,A,4.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,Burundi,656,5622,1000 USD,,,,,,,,,,,,,,,138.0,A,,,,,64.0,A,,,299.0,A,985.0,A,1068.0,A,884.0,A,141.0,A,449.0,A,,,1750.0,A,15.0,A,504.0,A,184.0,A,459.0,A,1142.0,A,873.0,A,205.0,A,65.0,A,,,303.0,A,106.0,A,158.0,A,155.0,A,412.0,A,243.0,A,776.0,A,611.0,A,0.0,A,475.0,A
Romania,Cambodia,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A,,,,,,,,,,,,,,,0.0,A,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,,,,,5.0,A,,
Romania,Cameroon,657,5622,1000 USD,,,,,,,,,,,,,,,53.0,A,,,,,,,,,89.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,Cameroon,656,5622,1000 USD,,,,,,,,,,,,,,,2.0,A,,,24.0,A,30.0,A,,,1235.0,A,865.0,A,517.0,A,133.0,A,68.0,A,140.0,A,300.0,A,82.0,A,30.0,A,47.0,A,169.0,A,,,142.0,A,117.0,A,270.0,A,,,,,30.0,A,108.0,A,43.0,A,,,,,19.0,A,19.0,A,17.0,A,,,0.0,A
Romania,Canada,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,8.0,A,7.0,A,,,,,,,,,,,,,,,,,,,3.0,A,9.0,A,15.0,A,5.0,A,19.0,A,19.0,A,33.0,A,52.0,A,35.0,A,17.0,A,19.0,A,33.0,A,31.0,A,77.0,A,98.0,A,124.0,A
Romania,Canada,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A,,,,,1.0,A,2.0,A,0.0,A,2.0,A,,,0.0,A,,,0.0,A,,,0.0,A,,,,,0.0,A,1.0,A,1.0,A
Romania,Canada,656,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,
Romania,Canada,656,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,0.0,A,,,,,1.0,A,,,,,,,1.0,A,2.0,A,,,,
Romania,Central African Republic,656,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,A,1.0,A,3.0,A,3.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,Chile,656,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,"China, Hong Kong SAR",657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A,,,0.0,A,,,,,,,,,,,,,,,,,2.0,A,4.0,A,13.0,A,12.0,A,12.0,A,10.0,A,,,11.0,A
Romania,"China, Hong Kong SAR",656,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A,1.0,A,1.0,A,0.0,A,,
Romania,"China, Macao SAR",657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,,,,,,
Romania,"China, mainland",657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,A,34.0,A,,,,,,,,,,,1.0,A,,,,,,,,,,,,,0.0,A,,,0.0,A,,,0.0,A,0.0,A
Romania,"China, mainland",657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,0.0,A,,,1.0,A,,,97.0,A,8.0,A,11.0,A,0.0,A,3.0,A,,
Romania,"China, mainland",656,5622,1000 USD,,,,,,,,,,,,,,,,,,,2.0,A,,,,,,,37.0,A,,,13.0,A,4.0,A,,,,,,,,,,,,,,,,,,,,,145.0,A,54.0,A,621.0,A,250.0,A,613.0,A,882.0,A,479.0,A,,,139.0,A,,,0.0,A,6.0,A
Romania,"China, mainland",656,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A,,,,,,
Romania,"China, Taiwan Province of",657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,0.0,A
Romania,"China, Taiwan Province of",657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A,0.0,A,,,1.0,A,1.0,A,5.0,A,6.0,A,,
Romania,"China, Taiwan Province of",656,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A,,,,,,,,,,,,
Romania,Colombia,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,47.0,A,87.0,A,,,,,,,,,,,,,,,3.0,A,,,,,,,,,,,,,,,6.0,A,13.0,A,2.0,A,3.0,A,9.0,A,82.0,A,98.0,A,199.0,A,345.0,A,638.0,A
Romania,Colombia,656,5622,1000 USD,,,,,,,1125.0,A,4502.0,A,592.0,A,,,,,2.0,A,106.0,A,173.0,A,,,344.0,A,1593.0,A,1471.0,A,2262.0,A,2934.0,A,4616.0,A,6172.0,A,7743.0,A,6898.0,A,6850.0,A,6707.0,A,4695.0,A,4799.0,A,6647.0,A,5647.0,A,5571.0,A,6681.0,A,6439.0,A,6105.0,A,5464.0,A,6804.0,A,6965.0,A,7559.0,A,8982.0,A,12083.0,A,9903.0,A,11697.0,A
Romania,Comoros,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,1.0,A,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,Congo,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,A,,,4.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,Congo,656,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,21.0,A,16.0,A,23.0,A,15.0,A,13.0,A,104.0,A,12.0,A,16.0,A,21.0,A,325.0,A,260.0,A,862.0,A,932.0,A,613.0,A,219.0,A,,,544.0,A,,,320.0,A,24.0,A,,,,,,,,,678.0,A,787.0,A,249.0,A
Romania,Costa Rica,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,A,,,,,,,,,292.0,A,148.0,A,,,,,,,,,,,,,0.0,A,,,,,,,,,0.0,A,79.0,A,0.0,A,0.0,A
Romania,Costa Rica,656,5622,1000 USD,,,,,,,,,,,,,,,33.0,A,,,5.0,A,16.0,A,,,,,204.0,A,108.0,A,61.0,A,58.0,A,134.0,A,196.0,A,410.0,A,476.0,A,308.0,A,707.0,A,328.0,A,701.0,A,692.0,A,691.0,A,302.0,A,11.0,A,311.0,A,385.0,A,385.0,A,264.0,A,349.0,A,524.0,A,663.0,A,510.0,A,701.0,A,788.0,A
Romania,Côte d'Ivoire,657,5622,1000 USD,,,,,,,,,,,,,,,2.0,A,,,,,,,,,30.0,A,,,,,,,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,Côte d'Ivoire,656,5622,1000 USD,,,,,,,,,,,,,153.0,A,63.0,A,,,133.0,A,66.0,A,,,3712.0,A,2777.0,A,2315.0,A,1024.0,A,253.0,A,410.0,A,368.0,A,364.0,A,287.0,A,68.0,A,,,10.0,A,,,,,,,,,,,,,3.0,A,,,,,,,,,,,,,,,,
Romania,Croatia,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,6.0,A,,,,,,,,,,,,,,,,,,,6.0,A,,,21.0,A,35.0,A,,,3.0,A,42.0,A,,,,,3.0,A,,,,,19.0,A,14.0,A,0.0,A,3.0,A,2.0,A,8.0,A,11.0,A,0.0,A
Romania,Croatia,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A,,,,,,,,,,,,,,,0.0,A,,,,,,,,,,,0.0,A,35.0,A,41.0,A,54.0,A,122.0,A
Romania,Croatia,656,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,,,,,,,,,,,,,,,5.0,A
Romania,Cuba,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,Cuba,656,5622,1000 USD,,,,,,,,,,,,,,,4.0,A,,,,,,,,,,,0.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,Cyprus,657,5622,1000 USD,,,,,,,,,,,,,191.0,A,,,55.0,A,7.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,A,,,6.0,A,16.0,A,,,,,,,,,,
Romania,Cyprus,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A,,,,,,,,,,,,,1.0,A,,,,,,,1.0,A,21.0,A,22.0,A,18.0,A,23.0,A,22.0,A,19.0,A,21.0,A,18.0,A,22.0,A,23.0,A,20.0,A,16.0,A,16.0,A,13.0,A,14.0,A
Romania,Cyprus,656,5622,1000 USD,,,,,,,,,,,,,,,29.0,A,,,,,19.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,Cyprus,656,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,,,,,1.0,A,1.0,A,0.0,A,0.0,A,0.0,A,,,,,5.0,A
