Reporter Countries,Partner Countries,Item Code,Element Code,Unit,Y1986,Y1986F,Y1987,Y1987F,Y1988,Y1988F,Y1989,Y1989F,Y1990,Y1990F,Y1991,Y1991F,Y1992,Y1992F,Y1993,Y1993F,Y1994,Y1994F,Y1995,Y1995F,Y1996,Y1996F,Y1997,Y1997F,Y1998,Y1998F,Y1999,Y1999F,Y2000,Y2000F,Y2001,Y2001F,Y2002,Y2002F,Y2003,Y2003F,Y2004,Y2004F,Y2005,Y2005F,Y2006,Y2006F,Y2007,Y2007F,Y2008,Y2008F,Y2009,Y2009F,Y2010,Y2010F,Y2011,Y2011F,Y2012,Y2012F,Y2013,Y2013F,Y2014,Y2014F,Y2015,Y2015F,Y2016,Y2016F,Y2017,Y2017F,Y2018,Y2018F,Y2019,Y2019F,Y2020,Y2020F,Y2021,Y2021F,Y2022,Y2022F,Y2023,Y2023F,Y2024,Y2024F
Estonia,Lebanon,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,Liberia,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,5.0,A,10.0,A,2.0,A,1.0,A,1.0,A,1.0,A,1.0,A,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,,,,,,,,,,,,,,
Estonia,Liberia,656,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,Lithuania,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,A,23.0,A,187.0,A,122.0,A,1077.0,A,3583.0,A,3822.0,A,4437.0,A,5304.0,A,4456.0,A,3964.0,A,4592.0,A,6381.0,A,5523.0,A,6050.0,A,7065.0,A,8486.0,A,9877.0,A,11947.0,A,13326.0,A,14080.0,A,13806.0,A,13527.0,A
Estonia,Lithuania,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,2285.0,A,2618.0,A,2595.0,A,1795.0,A,443.0,A,1846.0,A,2413.0,A,2600.0,A,6056.0,A,9637.0,A,13212.0,A,11151.0,A,4167.0,A,636.0,A,290.0,A,196.0,A,242.0,A,249.0,A,414.0,A,1816.0,A,761.0,A,1165.0,A,1013.0,A,1053.0,A,1000.0,A,1265.0,A,1681.0,A
Estonia,Lithuania,656,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.0,A,99.0,A,3.0,A,3.0,A,38.0,A,19.0,A,75.0,A,69.0,A,12.0,A,8.0,A,4.0,A,5.0,A,434.0,A,512.0,A,750.0,A,676.0,A,563.0,A,581.0,A
Estonia,Lithuania,656,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,3.0,A,24.0,A,0.0,A,,,,,0.0,A,,,,,,,,,,,,,,,,,2.0,A,,,,,,,0.0,A,,,,,,,,,0.0,A,0.0,A,0.0,A,0.0,A
Estonia,Luxembourg,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,Malaysia,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A,,,,,0.0,A,,,,,,,,,,,,,,
Estonia,Malaysia,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,Malaysia,656,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,Malta,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,Malta,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,6.0,A,11.0,A,16.0,A,21.0,A,25.0,A,9.0,A,2.0,A,0.0,A,0.0,A,0.0,A,0.0,A,,,,,,,0.0,A,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,Malta,656,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A,,,,,0.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,Marshall Islands,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,0.0,A,0.0,A,2.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,Mauritania,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,Mexico,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,,,,,,,,,,,0.0,A,,,,,,,0.0,A,0.0,A
Estonia,Mexico,656,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,46.0,A,0.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,,
Estonia,Mongolia,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,Myanmar,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,Netherlands (Kingdom of the),657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,168.0,A,473.0,A,214.0,A,383.0,A,420.0,A,560.0,A,615.0,A,623.0,A,391.0,A,189.0,A,203.0,A,140.0,A,114.0,A,329.0,A,233.0,A,332.0,A,368.0,A,534.0,A,702.0,A,1208.0,A,1921.0,A,1963.0,A,1003.0,A,1009.0,A,1298.0,A,1259.0,A,2339.0,A
Estonia,Netherlands (Kingdom of the),657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,A,1.0,A,1.0,A,2.0,A,1.0,A,1.0,A,0.0,A,0.0,A,0.0,A,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,18.0,A,,,0.0,A,92.0,A
Estonia,Netherlands (Kingdom of the),656,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,A,418.0,A,585.0,A,314.0,A,227.0,A,136.0,A,84.0,A,88.0,A,75.0,A,101.0,A,65.0,A,46.0,A,106.0,A,120.0,A,668.0,A,795.0,A,192.0,A
Estonia,Netherlands (Kingdom of the),656,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,A,,,,,,,,,,,,,,
Estonia,New Zealand,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,0.0,A
Estonia,Nicaragua,656,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,A,1.0,A,1.0,A,1.0,A,,,,,,,,,,,,,,,,,,,1.0,A,,,,,,,,,,,,,,,,,,,4.0,A,,
Estonia,Nigeria,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,,,,,,,,,0.0,A
Estonia,Nigeria,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,Nigeria,656,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,A,,,0.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,Norway,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,16.0,A,,,,,,,1.0,A,0.0,A,,,,,0.0,A,,,,,2.0,A,1.0,A,,,2.0,A,1.0,A,1.0,A,0.0,A,0.0,A
Estonia,Norway,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,2.0,A,2.0,A,4.0,A,6.0,A,4.0,A,2.0,A,1.0,A,,,,,,,,,1.0,A,0.0,A,3.0,A,2.0,A,,,0.0,A,8.0,A,10.0,A,17.0,A,17.0,A,22.0,A,25.0,A,18.0,A,22.0,A,24.0,A,33.0,A
Estonia,Norway,656,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,A,,,,,,,,,,,0.0,A,,,,,,,,,,,0.0,A,0.0,A
Estonia,Norway,656,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,A,0.0,A,,,0.0,A,0.0,A,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A,,,,,,,,,,,,,,
Estonia,Palestine,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A
Estonia,Panama,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,16.0,A,39.0,A,17.0,A,8.0,A,6.0,A,1.0,A,0.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,Panama,656,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,Panama,656,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,A,4.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,Papua New Guinea,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,A,6.0,A,5.0,A,4.0,A,3.0,A,5.0,A,8.0,A,4.0,A,2.0,A,4.0,A,,,1.0,A,3.0,A
Estonia,Papua New Guinea,656,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A,,,33.0,A,,,,,,,,,,,,,,,,,,,1.0,A,,,,,,,,,,,,,,,,,,,,,,
Estonia,Peru,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,,,,,,,,,,,,,,,,,,,0.0,A,,
Estonia,Peru,656,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,1.0,A,0.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,4.0,A,4.0,A
Estonia,Philippines,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,0.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,Poland,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,217.0,A,1048.0,A,745.0,A,342.0,A,300.0,A,417.0,A,431.0,A,653.0,A,526.0,A,378.0,A,201.0,A,15.0,A,6.0,A,129.0,A,237.0,A,272.0,A,454.0,A,343.0,A,482.0,A,425.0,A,487.0,A,435.0,A,518.0,A,629.0,A,1638.0,A,1205.0,A,1730.0,A
Estonia,Poland,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,3.0,A,1.0,A,1.0,A,0.0,A,,,82.0,A,,,,,0.0,A,,,,,0.0,A,,,,,227.0,A,,,0.0,A,6.0,A,,,204.0,A,177.0,A,84.0,A,,,,,146.0,A,3.0,A
Estonia,Poland,656,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A,5.0,A,,,,,,,,,13.0,A,,,,,,,,,7.0,A,20.0,A,,,,,,,0.0,A,,,,,0.0,A,,,3.0,A,1.0,A,45.0,A,481.0,A,249.0,A,547.0,A
Estonia,Portugal,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,12.0,A,,,,,,,,,,,,,,,,,3.0,A,11.0,A
Estonia,Portugal,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,,,0.0,A,0.0,A,,,,,0.0,A,,,,,,,,,0.0,A,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,Republic of Korea,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,,,,,0.0,A
Estonia,Republic of Korea,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,A
Estonia,Republic of Korea,656,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A
Estonia,Republic of Moldova,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.0,A,846.0,A,1466.0,A,2419.0,A,2801.0,A,4000.0,A,5263.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,Romania,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,A
Estonia,Romania,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,1.0,A,0.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,Russian Federation,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,3.0,A,,,0.0,A,7.0,A,3.0,A,8.0,A,8.0,A,3.0,A,0.0,A,52.0,A,37.0,A,5.0,A,6.0,A,12.0,A,4.0,A,0.0,A,2.0,A,4.0,A,1.0,A,1.0,A,41.0,A,120.0,A,36.0,A,78.0,A,16.0,A,1.0,A,3.0,A
Estonia,Russian Federation,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,588.0,A,273.0,A,390.0,A,426.0,A,1317.0,A,1227.0,A,4095.0,A,8441.0,A,11861.0,A,15371.0,A,4266.0,A,1994.0,A,1758.0,A,2118.0,A,2658.0,A,3800.0,A,4254.0,A,1136.0,A,847.0,A,2781.0,A,3673.0,A,3761.0,A,2565.0,A,1280.0,A,1096.0,A,434.0,A,119.0,A
Estonia,Russian Federation,656,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,0.0,A,,,,,,,,,,,,,0.0,A,8.0,A,1.0,A,0.0,A,0.0,A,,,,,,,,,,,,,,
Estonia,Russian Federation,656,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,6.0,A,3.0,A,2.0,A,1108.0,A,769.0,A,2445.0,A,,,,,62.0,A,,,,,,,163.0,A,16.0,A,,,9.0,A,,,2.0,A,,,3.0,A,33.0,A,,,79.0,A,55.0,A,1359.0,A,560.0,A,98.0,A
Estonia,Rwanda,656,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,,,,,,
Estonia,Saint Vincent and the Grenadines,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A,12.0,A,2.0,A,2.0,A,2.0,A,1.0,A,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,Saint Vincent and the Grenadines,656,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,0.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,Sao Tome and Principe,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,A,0.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,Saudi Arabia,656,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,,,,
Estonia,Singapore,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,4.0,A,4.0,A,,,2.0,A,,,,,,,,,,
Estonia,Singapore,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,,,,,0.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,Slovakia,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,A,,,,,141.0,A,92.0,A,,
Estonia,Slovenia,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.0,A,166.0,A,,,,,0.0,A
Estonia,Slovenia,656,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,A,,,,
Estonia,South Africa,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,0.0,A,0.0,A,,,0.0,A,0.0,A,,,,,0.0,A,0.0,A,,,,
Estonia,South Africa,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,Spain,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,23.0,A,,,,,,,,,,,12.0,A,16.0,A,14.0,A,27.0,A,71.0,A,105.0,A,105.0,A,161.0,A,169.0,A,175.0,A,200.0,A,240.0,A,502.0,A,440.0,A,40.0,A,0.0,A,4.0,A,9.0,A,2.0,A,1.0,A,2.0,A
Estonia,Spain,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,0.0,A,,,,,,,,,,,,,,,5.0,A,,,,,,,,,,,,,,,0.0,A,,,,,,,,,,,0.0,A,,,,
Estonia,Spain,656,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,A,42.0,A,,,,,,,,,,,,,,,,,,,,,0.0,A,0.0,A,0.0,A
Estonia,Spain,656,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,A,,,,,,,,,,,,,,,,
Estonia,Sweden,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,1909.0,A,2174.0,A,2552.0,A,2416.0,A,2832.0,A,3282.0,A,4215.0,A,4914.0,A,3082.0,A,4820.0,A,4933.0,A,4235.0,A,5537.0,A,5443.0,A,3614.0,A,938.0,A,773.0,A,682.0,A,577.0,A,539.0,A,578.0,A,476.0,A,390.0,A,359.0,A,216.0,A,212.0,A,189.0,A
Estonia,Sweden,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A,12.0,A,7.0,A,3.0,A,4.0,A,2.0,A,0.0,A,6.0,A,32.0,A,3.0,A,0.0,A,,,,,,,0.0,A,0.0,A,4.0,A,9.0,A,97.0,A,194.0,A,75.0,A,65.0,A,26.0,A,54.0,A,33.0,A,0.0,A,0.0,A
Estonia,Sweden,656,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,655.0,A,,,,,5.0,A,18.0,A,22.0,A,,,40.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,Sweden,656,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,Switzerland,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,0.0,A,2.0,A,7.0,A,11.0,A,23.0,A,17.0,A,23.0,A,33.0,A,36.0,A,45.0,A,58.0,A,35.0,A,36.0,A,43.0,A,33.0,A,29.0,A,36.0,A,27.0,A,46.0,A,54.0,A,63.0,A
Estonia,Switzerland,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,,,,
Estonia,Switzerland,656,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,0.0,A,,
Estonia,Syrian Arab Republic,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,0.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,Thailand,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,,,,,,,,,,,0.0,A,1.0,A
Estonia,Thailand,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,0.0,A,0.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,Thailand,656,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,Togo,656,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,Türkiye,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,A,10.0,A,,,,,23.0,A,8.0,A,21.0,A,,,,,,,0.0,A,8.0,A,5.0,A,14.0,A,11.0,A
Estonia,Türkiye,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,0.0,A,0.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,Türkiye,656,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A
Estonia,Türkiye,656,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,A,,,,,,,,
Estonia,Turkmenistan,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,Uganda,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,,
Estonia,Uganda,656,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,A,,,,,0.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,7.0,A,134.0,A
Estonia,Ukraine,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A,,,,,,,,,,,0.0,A,,,,,,,,,,,,,,,0.0,A,2.0,A,2.0,A,,,0.0,A,0.0,A
Estonia,Ukraine,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,373.0,A,232.0,A,219.0,A,400.0,A,245.0,A,127.0,A,252.0,A,80.0,A,0.0,A,,,,,,,,,,,,,,,0.0,A,2.0,A,0.0,A,,,,,,,,,,,,,,,1.0,A
Estonia,Ukraine,656,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A,,,,,10.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,,,,,,,,,,,,,,,,
Estonia,United Arab Emirates,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,,,,,,,,,,,,,,,,
Estonia,United Arab Emirates,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.0,A,,,,,,,,,,,,,,,,,,,,,,,0.0,A
Estonia,United Kingdom of Great Britain and Northern Ireland,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,3.0,A,,,,,,,3.0,A,7.0,A,21.0,A,0.0,A,,,,,31.0,A,4.0,A,6.0,A,4.0,A,,,1.0,A,1.0,A,2.0,A,1.0,A,17.0,A,70.0,A,5.0,A,6.0,A,29.0,A,55.0,A,26.0,A,1.0,A
Estonia,United Kingdom of Great Britain and Northern Ireland,657,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,490.0,A,1.0,A,3.0,A,4.0,A,3.0,A,2.0,A,1.0,A,1.0,A,0.0,A,1.0,A,612.0,A,96.0,A,22.0,A,304.0,A,,,,,,,,,,,,,53.0,A,761.0,A,765.0,A,,,,,,,0.0,A
Estonia,United Kingdom of Great Britain and Northern Ireland,656,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A,5.0,A,1.0,A,,,48.0,A,56.0,A,2.0,A,3.0,A,0.0,A,0.0,A,,,0.0,A
Estonia,United Kingdom of Great Britain and Northern Ireland,656,5922,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,United Republic of Tanzania,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,A,,,,
Estonia,United Republic of Tanzania,656,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,A,,,,,,,,,,,,,,,,,,,,
Estonia,United States of America,657,5622,1000 USD,,,,,,,,,,,,,,,,,,,,,,,,,130.0,A,,,,,,,0.0,A,,,,,,,,,,,1.0,A,,,1.0,A,6.0,A,2.0,A,1.0,A,7.0,A,1.0,A,1.0,A,0.0,A,1.0,A,0.0,A,2.0,A,2.0,A,1.0,A,1.0,A,3.0,A
